protocol,Source Port,Destination Port,Packet Length,TTL,Anomaly Score,label
0,7033,48761,1145,67,0.2786948543028256,0
0,50783,41804,918,51,0.530506100089543,1
2,5576,9717,626,175,0.5563714964454115,1
2,51940,41564,1489,98,0.49402749286686887,0
0,10441,33350,892,151,0.4098806840028343,0
1,59603,47099,1272,189,0.2522915892613208,0
1,43013,42900,1168,86,0.4006944315927822,0
1,3695,133,789,97,0.1387599653855135,1
1,7543,51991,853,57,0.1152592290260368,0
0,37754,47753,1018,216,0.2999432568137914,1
2,13758,3386,957,228,0.9953487964272196,0
1,46914,36539,255,161,0.32649694751639846,1
0,53353,35037,181,87,0.9364563903551052,0
1,4746,33744,573,243,0.392262145767694,1
1,5930,40374,807,221,0.4390099911996094,1
0,31120,7214,1396,65,0.7970628832022295,0
2,41055,59158,1111,87,0.0936383274474567,0
2,14723,44224,1216,86,0.1823133235936395,0
0,22462,26120,578,51,0.9738402649752147,0
2,59843,64891,280,81,0.5059173399606947,1
0,44880,2836,236,184,0.0443096822086303,0
0,34600,2739,1167,115,0.047380733056050506,1
0,42962,42318,824,184,0.9072406837773928,0
2,50052,4135,1205,84,0.8733650895587176,0
0,60831,25893,220,173,0.4583991069451001,0
1,50901,39602,1497,219,0.16322208594459875,0
2,33271,8354,421,142,0.8302846063624797,0
2,44485,15691,294,202,0.3246001072796505,1
2,28962,1910,225,221,0.41905839866309536,1
2,41493,25704,1083,235,0.682476379049318,0
1,18624,14497,1316,143,0.35339835340765446,0
2,21459,12063,886,100,0.628669926698293,0
2,19605,9851,112,222,0.8852827104425843,0
0,15215,27702,1085,33,0.7973732687744775,0
2,20214,34732,398,213,0.3816110738671604,0
1,59146,5154,1150,47,0.2879365547037348,1
1,51148,10482,1371,214,0.285510448739559,0
1,28410,33735,84,125,0.34859115037658306,0
1,32745,890,384,202,0.4935169867247723,1
2,55810,63601,840,220,0.4165974806939431,0
2,14728,19446,1067,197,0.13300402098765784,1
1,57659,6462,559,76,0.1634558583339083,0
1,3147,38935,1105,157,0.3429296093981834,0
2,26198,28206,510,210,0.5620641000588573,0
1,45325,23352,1316,201,0.5926639501334947,0
0,50400,16007,248,55,0.48620706489663,0
1,64017,44150,1063,146,0.7387758812075146,0
1,48240,49113,22,189,0.7372487887567366,0
0,15610,10941,1464,196,0.42762747168738857,0
0,33000,59011,930,154,0.12444081076094426,0
2,26440,11259,326,212,0.5301747697671232,1
2,2838,24486,451,222,0.3814690639938326,1
0,14025,23764,155,170,0.13792298976370332,0
0,51282,58786,534,109,0.9818172099648392,1
2,17532,40049,212,182,0.3697553892801022,0
1,20654,1068,1458,148,0.6257978396212309,0
0,14404,20608,892,111,0.4901288613365966,0
2,49198,43884,1161,81,0.1428282792167661,1
1,36723,61598,685,116,0.05554362337257057,1
0,47359,61201,228,214,0.6257694150819589,0
1,47830,9019,971,214,0.24702187034788559,0
2,13341,48522,1077,35,0.24365399961371503,0
0,64792,46947,668,213,0.9569761897103106,0
1,36763,15188,1361,92,0.4617733043112914,0
0,35809,37376,139,142,0.02942606650068924,0
1,33004,3986,646,109,0.3398427151498068,0
2,24823,43053,544,114,0.5844915422522267,0
2,36207,19564,788,164,0.3285674185171208,1
0,30190,47323,1132,131,0.02685195403414231,0
1,20504,37307,531,254,0.4443112654667354,0
0,2633,61246,66,177,0.10590633617477785,0
0,1741,51515,791,203,0.6191600246627044,1
1,20969,18609,759,62,0.619587100222688,0
1,26616,39140,541,150,0.037759139598400715,0
1,29165,1727,1327,125,0.29066626159937725,0
2,31033,26583,1420,180,0.41368626373900386,0
0,63069,5792,153,206,0.550264097859178,0
0,46454,57226,267,61,0.2960634297081951,0
2,7806,8459,1361,86,0.28774651255139816,0
1,27560,56166,455,136,0.9830151562502594,0
2,34840,17222,1219,227,0.041862795720899904,0
2,26957,48507,705,228,0.9890454140911519,0
2,12642,20969,605,72,0.04775194107839653,1
0,9331,62142,370,204,0.28834142779468586,1
2,27695,17071,162,105,0.49369085496935006,0
0,41697,27938,986,250,0.1432983430143252,0
0,43785,62436,823,239,0.13484636251872384,1
0,11362,49509,1441,189,0.25631271326094585,1
1,39370,65169,737,108,0.9735071835735695,1
0,47626,61160,662,116,0.38011685887456415,0
0,51796,41832,1412,204,0.5659948382691918,0
1,7572,42934,520,135,0.7042914023816463,1
0,41173,47308,389,204,0.7422218355242104,1
2,22188,48341,1425,110,0.6880409663453548,0
2,28550,37416,1129,243,0.33692819319172485,1
0,32246,42771,806,115,0.11172782735606246,1
1,21200,20803,758,204,0.28171647533321087,0
2,63935,43602,969,214,0.21029522676950663,0
1,3965,10421,1368,218,0.13627730486931677,0
1,6719,6643,541,164,0.024496731751618706,0
2,40193,19776,508,155,0.9357258490584142,1
1,48971,28755,416,63,0.9210343865453382,0
2,48248,43311,915,37,0.050417005630169265,1
1,46889,4358,374,125,0.1730845728204018,1
2,26577,21264,966,57,0.13950047146279365,0
0,39989,54472,307,68,0.28122293442151736,0
2,61434,48368,1017,44,0.20406887047874112,0
2,39242,13202,555,124,0.945853537397855,0
2,26383,2740,1334,228,0.08417043656020384,0
2,25840,13232,870,56,0.21167082700450324,0
1,56050,60075,857,172,0.08072330458291443,0
0,51729,42279,187,247,0.9803853486444364,0
2,62946,42496,969,254,0.918413509097005,0
1,51188,21169,640,51,0.716631589765411,0
0,9402,32625,447,103,0.42597303221991334,1
0,2905,10636,509,219,0.19017813552399254,0
0,40591,9965,374,232,0.22148972502014241,1
0,48389,27786,215,180,0.44304000855601144,1
2,63416,29511,564,146,0.7682226713364816,1
2,14699,17262,736,158,0.2647294959989589,0
1,5610,19255,843,220,0.31079191253464666,1
1,26030,11393,951,243,0.5999442914044706,0
1,42222,12337,1022,238,0.2377293622782536,0
0,23855,11940,678,57,0.5842186212928036,1
0,36137,27413,958,85,0.38713089327228456,0
2,17483,16677,799,201,0.03436820590134804,1
0,33467,9844,30,170,0.4027012862319639,0
0,43340,45592,1299,196,0.9195252795191449,0
0,31619,61751,415,156,0.2931118791334606,0
1,65510,25113,750,42,0.32283238943646897,1
1,6901,30599,428,58,0.06594088805928688,0
2,40577,35455,381,125,0.6150474485692943,1
0,49625,33002,1302,114,0.8492423642983389,0
0,5946,62673,1046,65,0.35292289309310165,0
2,58266,27229,103,69,0.24024555751998844,0
0,52506,14430,175,220,0.9566118541638586,0
0,5710,18759,1219,118,0.7450726145914884,0
1,33790,2273,726,212,0.5671635592832646,0
2,15431,17351,491,96,0.3055311663448841,0
2,33030,50042,638,162,0.22079801797640086,1
2,32446,53016,1467,226,0.7157440390004672,0
2,52078,22539,153,187,0.5217888171373442,0
1,64374,3401,807,173,0.5205998168029811,0
1,13229,15372,926,83,0.0737098186722438,0
0,22078,57379,883,61,0.5121944767596059,0
0,24551,37311,1423,217,0.8227440310394937,0
0,46971,36292,686,213,0.946799277795759,0
0,19467,18148,296,228,0.10668239748173514,0
1,17548,3292,1279,144,0.6311652106990708,0
2,51965,35257,901,174,0.5683472507982469,0
1,29226,10893,32,197,0.8903124909481418,0
0,1040,34327,361,237,0.7512440301848715,1
1,47166,37459,54,173,0.9652618691653132,0
2,62716,38890,578,216,0.9600325375819962,1
2,17872,51429,1257,218,0.2256850933452208,1
1,21879,44967,1455,39,0.7253508719004221,0
1,19235,37208,424,103,0.5305230913648944,1
1,61396,50256,677,178,0.21460199521530543,0
0,26119,40289,178,63,0.19486908221740074,1
1,39748,25996,975,126,0.0810843412662865,0
1,50265,5410,1153,188,0.795545276418689,0
1,38607,42439,568,72,0.32450478062000954,0
2,53027,44875,1004,106,0.8569688353289665,1
2,3867,44703,1390,76,0.6083153660232146,0
0,30325,64477,298,44,0.6736333548384608,1
0,27484,29824,498,186,0.29167374961019665,1
2,32942,7870,130,50,0.45729427939568357,0
2,29771,35725,450,185,0.41231757808312486,0
2,16996,56863,561,84,0.2356886639246012,0
1,59293,22402,1158,210,0.8325121685267926,0
1,29334,25959,1133,196,0.6220845058066211,1
2,23951,10767,1255,168,0.03743197745307014,1
1,56077,19769,379,251,0.8199170193786884,1
1,51145,30795,391,211,0.10603775602859145,1
0,2118,26146,1258,213,0.40369643353255924,0
2,39916,10087,1058,34,0.5712569016303779,0
2,57523,43204,974,127,0.007651245661217998,1
1,53371,26443,278,228,0.6529081054429361,1
2,35196,16413,797,167,0.659702939560257,0
0,61732,58050,139,45,0.6525263171326467,0
0,24348,25597,995,151,0.16346793810627713,1
0,21698,10256,932,162,0.2557323267735494,0
2,5006,42407,1171,183,0.24737581953274024,0
2,46307,40525,742,44,0.960066983179637,0
2,16814,23333,542,202,0.06752818722587728,1
2,13229,44625,344,188,0.42876150770350396,1
2,55731,15765,1363,103,0.8712539058201941,1
0,25362,27564,1093,210,0.769465994447716,0
1,13772,22140,88,201,0.8224421246489267,0
0,22121,36371,410,190,0.972293584122333,0
2,4116,5063,402,222,0.3872618122731889,1
0,54335,44646,35,185,0.30965527438046114,0
2,23716,57224,1482,177,0.03065949015019731,0
2,60442,7245,865,113,0.15001936178986208,1
0,24886,6373,888,88,0.5620146545430241,0
2,65523,39874,587,38,0.15766059505334007,1
1,25884,60713,151,143,0.7363050159809107,0
2,14995,19966,1291,79,0.037232604915937495,0
1,15640,51915,292,111,0.2594880232378819,0
1,5957,64472,1392,150,0.6954531233884886,1
2,5950,44998,503,151,0.2555028242390638,1
0,26787,16957,569,91,0.728760464224464,0
1,4993,40474,376,64,0.9958638754307019,0
0,36757,13895,1361,146,0.7970839554491036,1
1,5343,45049,1091,159,0.3418354587610025,0
2,42767,33383,1053,34,0.9005919006282612,0
2,40900,4051,252,35,0.051179735668209436,0
1,42933,16710,55,131,0.7250068244473121,1
2,21347,15723,432,35,0.023322331562675047,0
1,17452,52893,1047,73,0.17455549535696502,0
2,35602,15211,63,40,0.9875857415385745,1
0,21974,49511,587,82,0.360884912494307,0
2,44065,36546,1298,176,0.8204993781642388,0
0,65164,38675,759,176,0.376086712835602,0
2,61866,59716,133,128,0.8400284507978156,1
0,42813,34490,416,51,0.9654395601267742,1
2,19317,17734,1217,173,0.4355362434191665,0
0,7388,20081,1298,53,0.5593491918482794,1
1,64355,36665,485,211,0.6286394899635678,0
1,36373,53413,1320,58,0.9348348021752354,1
0,1715,58941,866,74,0.2567440874345579,0
2,62387,58972,521,162,0.6112493728337267,1
0,31086,39710,460,247,0.3247202282231425,0
2,1955,59847,88,125,0.21693318018241947,0
1,46920,65481,345,39,0.08492033902321416,1
2,58086,46233,86,117,0.6207108637359489,0
1,32754,52961,323,120,0.8820854788715684,0
2,15250,38015,991,169,0.3513928888445126,1
2,14885,41153,503,144,0.5526685361929773,0
2,32325,27251,948,188,0.6421337952941157,0
0,49267,20230,1460,199,0.41465017779520397,1
0,23790,51730,1202,224,0.9033478503660581,0
1,37198,48138,168,52,0.36275516120117657,0
1,64952,16476,1070,183,0.12501082008984366,1
0,42131,53387,1006,232,0.14402035805169955,1
1,51208,57825,603,219,0.8908576145077127,0
0,18719,55745,267,185,0.9880080428479597,0
2,42371,46413,1144,40,0.28893785057171695,1
1,4145,43877,721,179,0.14360272565471144,0
1,19281,29012,115,215,0.48221228175620945,0
0,29188,8129,1427,67,0.7095280635765979,1
1,26515,50228,301,67,0.612402908102972,0
1,60246,32451,341,104,0.9511081820826126,0
2,24189,18898,1439,181,0.8177778839716281,0
1,49738,8169,1321,32,0.8689721650640021,0
2,4772,6862,548,100,0.5416671588490702,0
0,34069,41759,282,232,0.32727519333145005,0
1,27577,61915,599,68,0.7017360104605791,1
2,52035,63889,1336,242,0.4390530399513951,1
0,61404,13751,313,103,0.28775424056232457,0
1,45355,61294,414,138,0.1522706856722975,0
0,31521,16989,532,127,0.5278742078895624,1
1,32332,2980,940,172,0.5942535671999187,0
0,56105,23525,829,115,0.568785682654175,0
0,40584,7066,1223,74,0.11654836343355401,1
2,54889,37685,939,68,0.5699873195387432,0
0,47710,23185,712,253,0.16841410680514102,0
1,11398,33366,254,233,0.663714165451469,1
1,5699,58877,971,254,0.4293839966655334,0
2,2194,23705,1380,56,0.8487885877391554,0
1,42473,57858,1051,252,0.7782657447937787,0
1,44509,5623,1486,247,0.7243820515166337,0
1,59550,18262,558,180,0.7007370993343023,1
0,62847,44933,839,200,0.560488039478102,1
0,13474,28420,1134,104,0.06111357612834434,0
1,11704,34468,291,201,0.655489623533001,0
2,11092,25606,1048,73,0.46692217756371523,1
0,55484,29172,1262,33,0.469554713993533,0
2,36254,22165,1161,227,0.3790221954662697,0
1,47442,49869,612,167,0.9290709148417106,0
1,27230,46198,995,127,0.24945126695243236,0
0,63668,13797,134,92,0.31659445340977965,0
1,1311,36855,282,45,0.9630407827356227,0
0,23361,31321,1349,144,0.810153735276698,1
1,21690,666,1465,108,0.014086412162869988,1
1,52083,32695,226,52,0.9061075998618738,0
0,2185,24231,322,183,0.22664729883307033,0
0,50305,22996,131,209,0.7059325391660635,0
0,56513,26785,1460,241,0.5530731073672155,0
1,36155,14606,1328,204,0.536811883602784,0
1,25559,17464,204,223,0.7179213233927192,0
2,33552,8420,920,95,0.2071814718944397,0
0,39775,47953,240,185,0.15902513076642655,0
1,17551,57493,1487,191,0.6519126067329519,1
1,41999,33838,1160,88,0.29057922890466226,0
0,24877,5264,1113,150,0.9739502076577609,0
2,15782,48878,917,212,0.4515118390746734,0
0,1268,40720,1113,192,0.11159702000696525,0
2,51102,45688,641,83,0.6858151661720446,1
1,4202,34132,446,126,0.30615929246613127,0
2,32855,37277,663,177,0.1485874276214022,1
1,3200,34524,587,194,0.42282336288992095,0
0,38794,520,462,171,0.9642222780872781,1
0,34678,54616,620,210,0.41143057638713,0
0,58708,31107,1180,120,0.34733376573106345,0
2,27651,44505,523,254,0.4445089620693041,0
1,53574,10515,150,41,0.012115705599648363,0
0,47513,47457,237,83,0.13310153859861407,0
0,45934,7234,707,65,0.8496746181346078,0
1,25905,1103,190,146,0.9780344120945137,1
0,59275,598,631,226,0.15794148560368138,0
1,36446,46716,1011,198,0.5355178183869084,0
1,13008,19658,1172,167,0.9663334338056436,0
1,24800,45010,76,156,0.15658137617896384,0
1,62410,38550,1224,188,0.18630961750245023,0
1,18779,43566,265,181,0.9268163539283983,0
2,8159,6257,163,243,0.7056876464523825,0
0,1344,56411,1094,229,0.15196668684216075,1
2,38446,43149,387,220,0.39349267111860975,0
0,29659,64801,237,74,0.05626994421471054,0
2,22708,63365,635,208,0.4326715339176942,0
1,56937,29402,1300,60,0.777901494487037,0
0,24262,41549,1199,137,0.5539720545861272,0
0,22913,6555,461,151,0.6474421218162031,0
2,31337,12665,860,112,0.3268201322002092,0
2,33559,42368,975,62,0.161395917744793,0
0,49923,63310,718,212,0.01311667577348441,0
2,59499,48280,895,193,0.8213123443293454,0
2,11794,24387,795,159,0.6366545593457879,0
2,40345,4847,781,69,0.22932124128768838,0
1,21450,62067,964,216,0.41843396007729483,0
1,45351,60735,942,132,0.8014432687281142,1
2,42801,60785,954,163,0.5387001860913857,1
2,47274,26206,44,161,0.3001598764459783,0
1,8522,25571,825,43,0.2671845171706855,0
1,40428,30256,783,66,0.2176140244488256,0
0,41154,21183,1103,229,0.8237298801341698,0
0,17419,39374,453,141,0.5818603506846625,1
1,50370,43020,898,103,0.7091571657014643,0
2,3561,62620,1109,180,0.8601204413974134,1
2,20250,16044,929,141,0.9868617025302162,0
2,16240,45533,584,92,0.24948358653078195,1
2,19637,35755,125,194,0.18090248745791293,1
0,4033,401,115,79,0.46199834279394847,1
1,25392,19240,187,174,0.0350712794785325,0
2,30351,10417,61,102,0.7917178815635283,1
0,15233,3413,123,174,0.8837599988343822,0
2,49467,16441,1247,165,0.6860396987480284,1
1,16053,24407,539,240,0.26799502456360935,0
0,3101,1876,301,99,0.12315547398879056,0
1,14931,53696,1086,53,0.38214418791988836,1
1,58021,37067,966,63,0.8333356205052533,1
0,37659,36537,1153,154,0.34782780378611466,1
0,49944,5753,1253,53,0.03425457362663997,0
0,63583,21218,768,186,0.2742803762251319,1
0,5897,12490,850,141,0.9899456100757232,1
0,9659,1354,68,46,0.6766687556658832,0
0,34089,26987,134,155,0.9008548299771278,1
0,46887,21372,1198,75,0.7748652675011075,0
2,56032,39366,522,146,0.5397055153266307,0
1,42828,14692,1005,245,0.1486888723949803,0
0,34807,4312,90,251,0.34864447835571766,0
2,35176,48076,1031,40,0.5837402252742222,0
2,59765,10795,1379,65,0.870632348731992,0
2,42537,2935,86,104,0.26867504586489965,0
1,52526,16407,986,174,0.12122686934022953,0
0,30116,10395,1256,221,0.5588323175548174,0
2,18677,50362,200,76,0.17650122251805567,0
1,33487,26873,632,243,0.6103617693219067,0
1,35052,41709,716,103,0.263521442483732,0
1,41493,49957,622,89,0.23096300430062466,1
2,58552,41094,267,251,0.3991807649888911,1
0,21971,20801,1257,146,0.5931917575579458,0
2,57073,43398,378,50,0.545317672949313,0
2,60778,57778,268,47,0.24473447723498054,0
0,31002,37910,657,106,0.8911166744533762,0
0,23080,21353,969,137,0.10988196973520103,1
0,30031,36440,1131,167,0.0394675630743353,0
1,44193,28313,682,192,0.6027062694061975,0
0,49311,40061,195,105,0.12340716806547647,0
2,55769,15439,742,49,0.5048908142789611,1
0,45656,23386,445,194,0.9517732844096326,0
2,49473,45000,790,74,0.6985802714527901,0
1,56331,18483,722,81,0.6174565803977604,0
2,6567,32472,100,34,0.5748052248722807,0
2,57416,47280,946,250,0.17953925219959277,1
0,22091,43878,157,90,0.43264782462810436,0
0,52057,41213,1476,59,0.3425235073667625,0
2,46280,54214,489,77,0.9530743222220627,0
0,26121,48374,369,95,0.242320231370725,0
1,43871,13027,1169,101,0.4715163713960514,0
1,44536,42090,1352,78,0.9380793632762501,0
0,4833,19649,1273,173,0.789180652439315,0
1,23215,5436,1388,166,0.9645152392844231,0
0,22291,8494,329,233,0.608330255146991,0
2,8230,6692,1063,238,0.33378685474593406,1
2,54331,59322,1021,190,0.826649775464059,1
1,22081,2764,288,252,0.2914562713733706,1
0,30016,20390,1046,137,0.16477280191188592,0
0,47538,31499,789,112,0.7062888140390073,0
1,17019,63756,35,82,0.6389556635343594,0
2,49827,36010,625,60,0.8789489025953954,0
1,45463,35826,1401,144,0.9619247578160507,1
2,64501,16935,832,174,0.8571975872245541,1
0,14234,5575,1176,159,0.06002179758827075,1
2,18817,65163,1355,121,0.6645134329822682,0
1,27294,38180,501,235,0.7847324128640457,1
0,63032,1588,914,56,0.9819287243501765,1
1,6221,42783,1348,220,0.3746612995126337,0
1,49345,38689,288,72,0.16988158727114788,0
2,8476,54413,433,100,0.8529330617972212,0
1,42510,60562,44,35,0.31746674363255534,0
2,15883,11689,335,136,0.5982018957938589,1
0,28260,4410,590,216,0.38989476421299984,0
2,32923,61624,744,62,0.4023262567586612,0
0,33107,5784,1027,162,0.7324644791774516,0
2,3196,33481,1319,148,0.36147512533993864,0
1,46950,26752,408,226,0.693075112970487,0
2,17687,38175,741,121,0.014328455452302102,1
2,28564,57143,463,209,0.324647390003876,0
0,54153,56573,1018,176,0.31904403135366266,1
1,20077,61417,1470,219,0.748835285896717,1
2,12109,12042,1100,233,0.31455711602562786,0
1,31588,23228,716,97,0.633327132365083,1
2,25233,35202,990,119,0.6885244021078648,0
2,60119,36070,740,234,0.6584255441971152,0
1,5005,16655,387,55,0.6032936810486645,0
2,22177,26371,361,130,0.4136168493493947,0
1,6271,29483,323,246,0.37330497768381043,0
2,11577,59807,783,191,0.5645840583758897,1
0,21835,61638,1417,246,0.06370310248432631,0
1,30869,11587,835,136,0.8758198420515261,0
2,7159,50232,131,50,0.8253151430303431,1
2,6597,60223,897,97,0.34638471703718965,1
0,54307,5323,1049,91,0.5668191233856312,0
1,60076,65295,949,146,0.9322276981844633,0
2,14755,13933,722,225,0.2716367974120967,0
0,8213,29300,865,46,0.7424552676948534,0
2,15565,25180,963,116,0.08273180732100516,0
1,44670,5258,298,194,0.523372147470971,1
2,12111,46502,401,228,0.8839691294472977,0
2,47459,57135,32,186,0.5517092841490735,0
2,54711,46137,322,119,0.6162528268371014,1
2,3800,9778,179,38,0.9076392933095441,0
0,43103,11250,173,37,0.7153606400498028,0
0,28588,55367,773,156,0.6958696802242655,0
1,29859,21391,200,64,0.5863840220928984,1
0,62611,20370,1223,89,0.6329886141924184,1
0,8721,12882,396,208,0.8037054240166173,1
1,15653,9588,795,176,0.9792330832972443,0
0,9410,28265,1211,141,0.7953253540081879,1
0,18070,8792,1257,73,0.7075368316269962,0
1,58847,41474,1193,125,0.13554488361151484,0
1,9068,22376,35,231,0.8170803874416932,0
1,54394,22612,1134,199,0.735994367398703,0
2,10639,64482,1163,205,0.7704321954012339,0
2,48826,42027,272,230,0.23109647824331192,0
1,6084,7834,1103,229,0.9034436965409277,0
1,11924,52039,1309,227,0.09728136834686218,0
1,61543,47014,1452,160,0.25361205569194656,1
2,56050,51806,50,110,0.6630234383244017,1
2,6605,62250,1064,126,0.6737144638310152,0
0,62182,63621,750,248,0.31332456630082484,0
0,35806,15755,308,142,0.7015197771118148,0
1,21197,42049,517,128,0.38793053765487207,0
2,14021,12578,1448,211,0.00017551585792330293,1
2,44427,31096,567,194,0.16260613228738352,0
2,59279,21249,980,150,0.8826182752181744,0
1,47440,35283,151,100,0.22269401172941883,0
0,8172,36738,1367,164,0.11291033885887591,1
1,57942,52437,877,176,0.6822006059331945,0
0,61581,31892,1175,212,0.4407064424097361,0
0,19772,24125,540,83,0.7965909363976443,0
1,15046,4567,49,173,0.8614449345657882,1
0,21037,2197,646,153,0.8459888773872315,1
0,39711,61528,1344,60,0.3130092191968933,0
2,16910,64836,23,167,0.5055459379681642,1
0,55851,65407,1368,135,0.6501417346469641,1
1,61840,31116,528,32,0.32198308728412395,1
1,26280,49942,1280,60,0.04109931535301814,1
0,31029,19860,35,195,0.4956643822969191,0
2,7662,11346,1016,210,0.01281833346559369,0
2,38443,59009,1489,196,0.9506456247259472,1
0,34401,34078,975,252,0.7966836460730264,0
0,41732,64894,1273,100,0.19200977652359452,1
1,44140,865,1150,84,0.2875717488919284,0
0,37658,12056,1432,155,0.9828385480194383,0
2,17779,38158,282,211,0.3735485541413044,0
0,24406,19748,1108,119,0.7837223574338923,1
1,50791,44485,284,114,0.44681546841925435,0
1,57087,11979,1381,43,0.8640959241006102,0
1,23418,24600,1344,83,0.703753508161509,1
1,3277,35772,397,160,0.02291005989115935,1
1,38734,46943,1218,166,0.2943898859392372,0
0,46122,57655,982,176,0.5579923148934525,0
0,1888,46541,1195,158,0.9261740440697538,0
0,35060,17616,495,202,0.10202989464149037,1
0,41246,40728,1309,102,0.601162537711067,0
1,14690,44749,348,48,0.30217673141265755,0
2,59152,51864,1206,218,0.8893277820194403,0
0,21979,39350,457,34,0.7651696096585132,0
2,46162,56858,1386,60,0.36970272200928533,0
0,39021,29378,1410,53,0.16710316390861368,0
0,17333,30032,1242,197,0.011497972397297773,1
2,52413,49574,35,85,0.6211344506719487,0
1,5078,42734,1339,138,0.4061238076312438,0
0,63263,63809,887,252,0.3147564928607691,0
0,1959,11761,530,209,0.9855022916368356,1
0,45964,47691,1003,100,0.46614213556031514,0
2,23802,33715,1282,189,0.7498392836454242,0
1,58067,25763,600,182,0.17741241725123624,0
2,44322,50987,1344,244,0.013455257741813775,0
2,64132,34333,25,151,0.417562619448016,1
1,49352,40101,1263,249,0.6656648349426617,0
2,49948,4945,1038,78,0.5065986961834594,0
1,17733,48826,1496,180,0.890466257624391,1
0,10750,13878,1476,51,0.4339793511871648,0
1,61848,29991,826,182,0.3110028131530912,0
0,41566,63530,1429,227,0.9160486762076435,0
2,21269,42908,638,180,0.4068022786343809,0
2,35777,34077,1338,52,0.26964786163961163,0
0,15276,52139,1161,32,0.0976610768100804,0
2,22340,49539,424,174,0.7933097732158209,1
1,38395,55284,1016,48,0.8250914607978431,0
0,20186,58506,613,82,0.03329778356517199,0
2,16984,3259,585,222,0.35864559840152477,0
0,31815,55274,771,45,0.7498764545979597,0
1,43254,31630,31,90,0.9463818474880539,1
1,26240,37580,1252,114,0.377818283844905,0
2,33491,22959,184,81,0.8720534313794935,1
1,65451,39466,897,155,0.3937204065321951,0
0,47958,20318,1337,65,0.17949462724264809,0
1,63071,15776,97,37,0.0034461437768696923,0
0,8778,11040,1477,140,0.3301810231528798,0
0,48038,29098,633,80,0.37847505072737153,0
1,5102,34208,888,37,0.9451175288873361,1
2,13877,22554,831,148,0.20607025242062282,0
1,51543,44403,1120,149,0.3822307080175047,1
0,5066,53633,1091,228,0.025154129823113158,0
0,50076,56,786,38,0.7635397350913864,0
1,15413,52477,101,128,0.9151412362549867,0
2,31449,23162,228,236,0.23782064727649188,0
2,3599,32874,1488,210,0.4289951106401645,1
0,40546,35970,541,149,0.12211262136599399,0
0,29203,15185,1072,160,0.45683543031289076,1
2,51757,670,1347,172,0.1333424636440954,0
1,35778,12664,1013,202,0.5233484944191521,1
0,19648,25319,484,58,0.7346220404322331,1
0,21374,33735,1489,230,0.5533427748141682,0
2,27705,16692,647,147,0.24521957838737596,0
1,25012,18523,800,162,0.3537959854689051,0
2,16494,11657,1471,89,0.6385727377056324,0
1,25728,15894,578,120,0.5897554177893252,0
1,39760,45858,1402,128,0.13677478812133348,0
1,30401,16494,979,48,0.8449494735661027,0
0,29596,3633,110,204,0.4751889122470154,1
2,59219,30337,1096,237,0.16236922452639302,0
2,8517,23113,879,132,0.12282654257472925,1
1,5127,61780,1247,217,0.9655517746451302,0
0,35868,38453,575,215,0.281535111173546,0
0,55407,13267,175,213,0.9085935879163759,0
2,4018,55652,21,246,0.4105852987689389,0
0,4768,51068,1400,247,0.3859214304531903,1
0,48258,61608,844,60,0.700928969649432,1
1,48315,16941,821,133,0.009883287775461436,0
0,64162,24004,1002,154,0.3380895216303905,1
1,28356,62345,1101,85,0.3026457121918089,0
2,6618,32873,1297,58,0.8680980942840464,1
0,41323,34816,1223,133,0.5291235390207832,0
2,8395,30870,512,148,0.3645701572242519,1
2,48339,49298,688,135,0.2660793102997181,1
0,19052,60108,1078,76,0.5905098088106291,0
0,62739,17258,94,145,0.15167314054336467,0
2,36936,16683,963,118,0.2462047685087816,0
0,15014,19623,1332,62,0.29361216506474974,0
1,47875,30409,390,195,0.607908947606941,1
1,17650,8838,606,240,0.37325495901647543,1
0,21493,64211,348,220,0.5057833001200495,1
2,41746,15408,609,68,0.6504382637665866,0
0,41061,29310,796,226,0.9562716008076872,0
0,8154,6383,323,67,0.7648373971027523,0
2,7852,27655,598,150,0.4052567805721077,1
2,58538,18896,240,36,0.7482753743972568,0
1,42636,55749,998,205,0.9496941809192125,0
2,48012,33552,1207,238,0.4993805456541248,0
1,40123,21377,1498,83,0.4104969331228897,0
2,53688,371,394,80,0.07801869900073655,0
0,47189,48677,1263,37,0.8923703706508622,0
1,18907,487,1297,154,0.2464342807936556,1
1,44083,23763,207,169,0.06395789681913955,0
1,19566,26614,1234,149,0.5372034865910831,1
0,43956,47269,1432,54,0.8458996459615251,0
0,65388,3197,1258,176,0.40663505562305247,1
0,62293,42321,1418,141,0.7830674701590162,0
0,55338,53440,1129,243,0.8363960072839958,1
0,11474,29402,493,75,0.4544035588198637,1
1,21447,35030,863,72,0.5909550659404736,0
0,3059,10814,550,174,0.5339122985389401,1
1,45255,64840,1090,203,0.9391958616345015,0
0,41769,41917,1108,217,0.7255056850917613,1
2,18265,8573,982,245,0.925342810770113,0
1,53999,47777,494,81,0.22000997806197187,1
2,24178,28226,1189,83,0.31023685183267047,1
1,26649,45854,965,101,0.07091347318006769,0
2,45974,49391,1425,227,0.4999079566958077,0
0,34090,32276,1109,222,0.8739236793859108,1
0,57420,6844,536,217,0.3268466971307157,1
0,34715,1106,1136,182,0.1282821069493315,1
1,54408,50539,445,203,0.06844625492905299,0
2,14355,59897,1137,140,0.44750027252365454,0
